fecha;cod_ine;CCAA;dosis_Pfizer;dosis_Moderna;dosis_AstraZeneca;dosis_Janssen;dosis_totales;dosis_administradas;porcentaje_dosis_administradas;porcentaje_entregadas;personas_una_dosis;personas_pauta_completa;porcentaje_pauta_completa;fecha_ultima_vacuna
2021-05-25;3;Asturias;520385;73600.0;127000.0;12400.0;733385.0;709724;69.89;96.8;459380.0;257364.0;25.35;24/05/2021
2021-05-25;4;Baleares;340830;54800.0;145800.0;14200.0;555630.0;501961;41.31;90.3;362304.0;147377.0;12.13;24/05/2021
2021-05-25;5;Canarias;710160;104800.0;271000.0;26400.0;1112360.0;954331;42.52;85.8;675729.0;300212.0;13.38;24/05/2021
2021-05-25;6;Cantabria;252285;36900.0;72500.0;6950.0;368635.0;334728;57.48;90.8;222379.0;116385.0;19.99;24/05/2021
2021-05-25;7;Castilla y Leon;1218855;180200.0;298300.0;29150.0;1726505.0;1550516;64.84;89.8;973850.0;594307.0;24.85;24/05/2021
2021-05-25;8;Castilla La Mancha;797805;121100.0;253800.0;24675.0;1197380.0;1112609;54.46;92.9;751374.0;379701.0;18.58;24/05/2021
2021-05-25;9;Cataluña;2853080;437200.0;969100.0;94450.0;4353830.0;3877815;50.65;89.1;2707013.0;1208290.0;15.78;24/05/2021
2021-05-25;10;C Valenciana;1783270;272700.0;629800.0;61400.0;2747170.0;2506543;49.77;91.2;1737096.0;811694.0;16.12;24/05/2021
2021-05-25;11;Extremadura;459305;66700.0;132400.0;12900.0;671305.0;625120;59.01;93.1;414848.0;217382.0;20.52;24/05/2021
2021-05-25;12;Galicia;1280095;182600.0;336600.0;32900.0;1832195.0;1744611;64.65;95.2;1153072.0;612032.0;22.68;24/05/2021
2021-05-25;17;La Rioja;133445;19500.0;39600.0;3900.0;196445.0;180522;57.1;91.9;116495.0;67299.0;21.29;24/05/2021
2021-05-25;13;Madrid;2357475;364200.0;844700.0;82300.0;3648675.0;3314159;49.06;90.8;2263014.0;1097790.0;16.25;24/05/2021
2021-05-25;14;Murcia;504995;77300.0;188100.0;18300.0;788695.0;674337;44.68;85.5;452484.0;229612.0;15.21;24/05/2021
2021-05-25;15;Navarra;255795;38800.0;82300.0;8050.0;384945.0;368564;56.08;95.7;247991.0;128636.0;19.57;24/05/2021
2021-05-25;16;País Vasco;925290;136200.0;276500.0;26950.0;1364940.0;1266789;57.86;92.8;889278.0;400593.0;18.3;24/05/2021
2021-05-25;18;Ceuta;24210;3800.0;11000.0;1050.0;40060.0;34619;41.21;86.4;26710.0;8661.0;10.31;24/05/2021
2021-05-25;19;Melilla;24210;3700.0;11000.0;1050.0;39960.0;32544;38.61;81.4;25288.0;8233.0;9.77;24/05/2021
2021-05-25;0;Fuerzas Armadas;21840;3400.0;66100.0;0.0;91340.0;78847;59.16;86.3;68565.0;10282.0;7.71;24/05/2021
2021-05-25;0;España;17950335;2709000.0;5975400.0;575825.0;27210560.0;24876302;52.54;91.4;16953205.0;8250814.0;17.42;
2021-05-26;1;Andalucía;2919240;447000.0;1054200.0;102800.0;4523240.0;4313832;50.85;95.4;2953721.0;1407035.0;16.59;25/05/2021
2021-05-26;2;Aragón;567765;84500.0;165600.0;16000.0;833865.0;782323;58.76;93.8;508875.0;282947.0;21.25;25/05/2021
2021-05-26;3;Asturias;520385;73600.0;127000.0;12400.0;733385.0;718289;70.74;97.9;465035.0;260964.0;25.7;25/05/2021
2021-05-26;4;Baleares;340830;54800.0;145800.0;14200.0;555630.0;509268;41.91;91.7;367036.0;149997.0;12.34;25/05/2021
2021-05-26;5;Canarias;710160;104800.0;271000.0;26400.0;1112360.0;976954;43.53;87.8;695028.0;304895.0;13.58;25/05/2021
2021-05-26;6;Cantabria;252285;36900.0;72500.0;6950.0;368635.0;340603;58.49;92.4;225682.0;118973.0;20.43;25/05/2021
2021-05-26;7;Castilla y Leon;1218855;180200.0;298300.0;29150.0;1726505.0;1572535;65.76;91.1;986612.0;605433.0;25.32;25/05/2021
2021-05-26;8;Castilla La Mancha;797805;121100.0;253800.0;24675.0;1197380.0;1127903;55.2;94.2;761594.0;386322.0;18.91;25/05/2021
2021-05-26;9;Cataluña;2853080;437200.0;969100.0;94450.0;4353830.0;3934853;51.4;90.4;2736602.0;1236983.0;16.16;25/05/2021
2021-05-26;10;C Valenciana;1783270;272700.0;629800.0;61400.0;2747170.0;2565940;50.95;93.4;1756168.0;854060.0;16.96;25/05/2021
2021-05-26;11;Extremadura;459305;66700.0;132400.0;12900.0;671305.0;635840;60.02;94.7;421742.0;221940.0;20.95;25/05/2021
2021-05-26;12;Galicia;1280095;182600.0;336600.0;32900.0;1832195.0;1761934;65.29;96.2;1170133.0;612386.0;22.69;25/05/2021
2021-05-26;17;La Rioja;133445;19500.0;39600.0;3900.0;196445.0;183177;57.94;93.2;117954.0;68501.0;21.67;25/05/2021
2021-05-26;13;Madrid;2357475;364200.0;844700.0;82300.0;3648675.0;3362398;49.77;92.2;2291636.0;1117789.0;16.55;25/05/2021
2021-05-26;14;Murcia;504995;77300.0;188100.0;18300.0;788695.0;686702;45.5;87.1;455195.0;239287.0;15.86;25/05/2021
2021-05-26;15;Navarra;255795;38800.0;82300.0;8050.0;384945.0;373774;56.87;97.1;251369.0;130646.0;19.88;25/05/2021
2021-05-26;16;País Vasco;925290;136200.0;276500.0;26950.0;1364940.0;1285690;58.72;94.2;900275.0;408544.0;18.66;25/05/2021
2021-05-26;18;Ceuta;24210;3800.0;11000.0;1050.0;40060.0;35726;42.53;89.2;27799.0;8704.0;10.36;25/05/2021
2021-05-26;19;Melilla;24210;3700.0;11000.0;1050.0;39960.0;33912;40.24;84.9;26586.0;8305.0;9.85;25/05/2021
2021-05-26;0;Fuerzas Armadas;21840;3400.0;66100.0;0.0;91340.0;79211;59.43;86.7;68689.0;10522.0;7.89;25/05/2021
2021-05-26;0;España;17950335;2709000.0;5975400.0;575825.0;27210560.0;25280864;53.39;92.9;17187731.0;8434233.0;17.81;
2021-05-27;1;Andalucía;2919240;447000.0;1054200.0;102800.0;4523240.0;4411991;52.01;97.5;3014242.0;1446707.0;17.05;26/05/2021
2021-05-27;2;Aragón;567765;84500.0;165600.0;16000.0;833865.0;800211;60.11;96.0;522723.0;287048.0;21.56;26/05/2021
2021-05-27;3;Asturias;520385;73600.0;127000.0;12400.0;733385.0;727195;71.61;99.2;470971.0;264215.0;26.02;26/05/2021
2021-05-27;4;Baleares;340830;54800.0;145800.0;14200.0;555630.0;518077;42.63;93.2;371487.0;154356.0;12.7;26/05/2021
2021-05-27;5;Canarias;710160;104800.0;271000.0;26400.0;1112360.0;995872;44.37;89.5;710238.0;309230.0;13.78;26/05/2021
2021-05-27;6;Cantabria;252285;36900.0;72500.0;6950.0;368635.0;346706;59.54;94.1;230025.0;120945.0;20.77;26/05/2021
2021-05-27;7;Castilla y Leon;1218855;180200.0;298300.0;29150.0;1726505.0;1598322;66.84;92.6;1005002.0;615945.0;25.76;26/05/2021
2021-05-27;8;Castilla La Mancha;797805;121100.0;253800.0;24675.0;1197380.0;1146802;56.13;95.8;774216.0;393256.0;19.25;26/05/2021
2021-05-27;9;Cataluña;2853080;437200.0;969100.0;94450.0;4353830.0;3995011;52.18;91.8;2778155.0;1258088.0;16.43;26/05/2021
2021-05-27;10;C Valenciana;1783270;272700.0;629800.0;61400.0;2747170.0;2632543;52.27;95.8;1797349.0;881810.0;17.51;26/05/2021
2021-05-27;11;Extremadura;459305;66700.0;132400.0;12900.0;671305.0;646531;61.03;96.3;427510.0;228317.0;21.55;26/05/2021
2021-05-27;12;Galicia;1280095;182600.0;336600.0;32900.0;1832195.0;1786951;66.21;97.5;1194630.0;613146.0;22.72;26/05/2021
2021-05-27;17;La Rioja;133445;19500.0;39600.0;3900.0;196445.0;186704;59.06;95.0;119865.0;70135.0;22.19;26/05/2021
2021-05-27;13;Madrid;2357475;364200.0;844700.0;82300.0;3648675.0;3410710;50.49;93.5;2319092.0;1139171.0;16.86;26/05/2021
2021-05-27;14;Murcia;504995;77300.0;188100.0;18300.0;788695.0;703427;46.61;89.2;462994.0;250064.0;16.57;26/05/2021
2021-05-27;15;Navarra;255795;38800.0;82300.0;8050.0;384945.0;379747;57.78;98.6;256006.0;131982.0;20.08;26/05/2021
2021-05-27;16;País Vasco;925290;136200.0;276500.0;26950.0;1364940.0;1306191;59.66;95.7;908202.0;421203.0;19.24;26/05/2021
2021-05-27;18;Ceuta;24210;3800.0;11000.0;1050.0;40060.0;36761;43.76;91.8;28671.0;8867.0;10.56;26/05/2021
2021-05-27;19;Melilla;24210;3700.0;11000.0;1050.0;39960.0;35862;42.55;89.7;27381.0;9461.0;11.23;26/05/2021
2021-05-27;0;Fuerzas Armadas;21840;3400.0;66100.0;0.0;91340.0;79564;59.7;87.1;68832.0;10732.0;8.05;26/05/2021
2021-05-27;0;España;17950335;2709000.0;5975400.0;575825.0;27210560.0;25745178;54.37;94.6;17487591.0;8614678.0;18.19;
2021-05-28;1;Andalucía;3071340;447000.0;1054200.0;102800.0;4675340.0;4511820;53.19;96.5;3066680.0;1495696.0;17.63;27/05/2021
2021-05-28;2;Aragón;592335;84500.0;165600.0;16000.0;858435.0;817978;61.44;95.3;536746.0;290875.0;21.85;27/05/2021
2021-05-28;3;Asturias;539105;73600.0;127000.0;12400.0;752105.0;739208;72.8;98.3;479092.0;268966.0;26.49;27/05/2021
2021-05-28;4;Baleares;366570;54800.0;145800.0;14200.0;581370.0;526320;43.31;90.5;375436.0;158651.0;13.06;27/05/2021
2021-05-28;5;Canarias;710160;104800.0;271000.0;26400.0;1112360.0;1016327;45.28;91.4;725598.0;314742.0;14.02;27/05/2021
2021-05-28;6;Cantabria;262815;36900.0;72500.0;6950.0;379165.0;350769;60.23;92.5;233348.0;121918.0;20.94;27/05/2021
2021-05-28;7;Castilla y Leon;1259805;180200.0;298300.0;29150.0;1767455.0;1622728;67.86;91.8;1018285.0;628161.0;26.27;27/05/2021
2021-05-28;8;Castilla La Mancha;835245;121100.0;253800.0;24675.0;1234820.0;1161860;56.87;94.1;783352.0;400654.0;19.61;27/05/2021
2021-05-28;9;Cataluña;2992310;437200.0;969100.0;94450.0;4493060.0;4055149;52.97;90.3;2814159.0;1283002.0;16.76;27/05/2021
2021-05-28;10;C Valenciana;1874530;272700.0;629800.0;61400.0;2838430.0;2644995;52.52;93.2;1804127.0;890399.0;17.68;27/05/2021
2021-05-28;11;Extremadura;479195;66700.0;132400.0;12900.0;691195.0;660802;62.38;95.6;435863.0;235689.0;22.25;27/05/2021
2021-05-28;12;Galicia;1329235;182600.0;336600.0;32900.0;1881335.0;1792712;66.43;95.3;1198254.0;617700.0;22.89;27/05/2021
2021-05-28;17;La Rioja;139295;19500.0;39600.0;3900.0;202295.0;189382;59.91;93.6;122360.0;70333.0;22.25;27/05/2021
2021-05-28;13;Madrid;2477985;364200.0;844700.0;82300.0;3769185.0;3457243;51.18;91.7;2347178.0;1164928.0;17.24;27/05/2021
2021-05-28;14;Murcia;531905;77300.0;188100.0;18300.0;815605.0;718396;47.6;88.1;471245.0;256845.0;17.02;27/05/2021
2021-05-28;15;Navarra;267495;38800.0;82300.0;8050.0;396645.0;382640;58.22;96.5;256098.0;134801.0;20.51;27/05/2021
2021-05-28;16;País Vasco;965070;136200.0;276500.0;26950.0;1404720.0;1329094;60.7;94.6;912682.0;439797.0;20.09;27/05/2021
2021-05-28;18;Ceuta;24210;3800.0;11000.0;1050.0;40060.0;37981;45.22;94.8;29331.0;9427.0;11.22;27/05/2021
2021-05-28;19;Melilla;24210;3700.0;11000.0;1050.0;39960.0;37873;44.93;94.8;28120.0;10733.0;12.73;27/05/2021
2021-05-28;0;Fuerzas Armadas;21840;3400.0;66100.0;0.0;91340.0;80412;60.33;88.0;69366.0;11046.0;8.29;27/05/2021
2021-05-28;0;España;18764655;2709000.0;5975400.0;575825.0;28024880.0;26133689;55.19;93.3;17707320.0;8804363.0;18.59;
2021-05-31;1;Andalucía;3071340;447000.0;1054200.0;102800.0;4675340.0;4632413;54.61;99.1;3120341.0;1565328.0;18.45;30/05/2021
2021-05-31;2;Aragón;592335;84500.0;165600.0;16000.0;858435.0;829615;62.32;96.6;544881.0;295286.0;22.18;29/05/2021
2021-05-31;3;Asturias;539105;73600.0;127000.0;12400.0;752105.0;757538;74.6;100.7;489310.0;277796.0;27.36;30/05/2021
2021-05-31;4;Baleares;366570;54800.0;145800.0;14200.0;581370.0;533427;43.9;91.8;379892.0;161533.0;13.29;29/05/2021
2021-05-31;5;Canarias;710160;104800.0;271000.0;26400.0;1112360.0;1047051;46.65;94.1;749133.0;324705.0;14.47;30/05/2021
2021-05-31;6;Cantabria;262815;36900.0;72500.0;6950.0;379165.0;360564;61.92;95.1;240133.0;125109.0;21.48;30/05/2021
2021-05-31;7;Castilla y Leon;1259805;180200.0;298300.0;29150.0;1767455.0;1652032;69.08;93.5;1029157.0;647191.0;27.06;30/05/2021
2021-05-31;8;Castilla La Mancha;835245;121100.0;253800.0;24675.0;1234820.0;1205118;58.98;97.6;815163.0;416195.0;20.37;30/05/2021
2021-05-31;9;Cataluña;2992310;437200.0;969100.0;94450.0;4493060.0;4197495;54.83;93.4;2849911.0;1391262.0;18.17;30/05/2021
2021-05-31;10;C Valenciana;1874530;272700.0;629800.0;61400.0;2838430.0;2665032;52.92;93.9;1812778.0;904088.0;17.95;30/05/2021
2021-05-31;11;Extremadura;479195;66700.0;132400.0;12900.0;691195.0;675035;63.72;97.7;443161.0;243316.0;22.97;30/05/2021
2021-05-31;12;Galicia;1329235;182600.0;336600.0;32900.0;1881335.0;1854851;68.73;98.6;1207204.0;671520.0;24.88;30/05/2021
2021-05-31;17;La Rioja;139295;19500.0;39600.0;3900.0;202295.0;191241;60.49;94.5;124043.0;70511.0;22.3;28/05/2021
2021-05-31;13;Madrid;2477985;364200.0;844700.0;82300.0;3769185.0;3557679;52.66;94.4;2420499.0;1200513.0;17.77;30/05/2021
2021-05-31;14;Murcia;531905;77300.0;188100.0;18300.0;815605.0;744134;49.31;91.2;489211.0;267848.0;17.75;29/05/2021
2021-05-31;15;Navarra;267495;38800.0;82300.0;8050.0;396645.0;394728;60.06;99.5;261637.0;143355.0;21.81;30/05/2021
2021-05-31;16;País Vasco;965070;136200.0;276500.0;26950.0;1404720.0;1371206;62.63;97.6;928464.0;482696.0;22.05;30/05/2021
2021-05-31;18;Ceuta;24210;3800.0;11000.0;1050.0;40060.0;38868;46.27;97.0;29752.0;10115.0;12.04;28/05/2021
2021-05-31;19;Melilla;24210;3700.0;11000.0;1050.0;39960.0;38610;45.81;96.6;28237.0;11428.0;13.56;28/05/2021
2021-05-31;0;Fuerzas Armadas;21840;3400.0;66100.0;0.0;91340.0;81000;60.77;88.7;69510.0;11490.0;8.62;29/05/2021
2021-05-31;0;España;18764655;2709000.0;5975400.0;575825.0;28024880.0;26827637;56.66;95.7;18032417.0;9221285.0;19.47;
2021-06-01;1;Andalucía;3312360;502000.0;1054200.0;167500.0;5036060.0;4711142;55.54;93.5;3159245.0;1606909.0;18.94;31/05/2021
2021-06-01;2;Aragón;629775;93100.0;165600.0;26200.0;914675.0;832942;62.57;91.1;547545.0;296645.0;22.28;31/05/2021
2021-06-01;3;Asturias;568355;80200.0;127000.0;20200.0;795755.0;767489;75.58;96.4;493717.0;283390.0;27.91;31/05/2021
2021-06-01;4;Baleares;418050;62400.0;145800.0;23200.0;649450.0;539146;44.37;83.0;384742.0;162491.0;13.37;31/05/2021
2021-06-01;5;Canarias;835350;104800.0;271000.0;43000.0;1254150.0;1062442;47.34;84.7;760830.0;330436.0;14.72;31/05/2021
2021-06-01;6;Cantabria;279195;40700.0;72500.0;11450.0;403845.0;364918;62.66;90.4;242511.0;127614.0;21.91;31/05/2021
2021-06-01;7;Castilla y Leon;1326495;195800.0;298300.0;47450.0;1868045.0;1670624;69.86;89.4;1037313.0;658566.0;27.54;31/05/2021
2021-06-01;8;Castilla La Mancha;893745;134400.0;253800.0;40475.0;1322420.0;1206939;59.07;91.3;816585.0;416783.0;20.4;31/05/2021
2021-06-01;9;Cataluña;3214610;487700.0;969100.0;153950.0;4825360.0;4240669;55.39;87.9;2861596.0;1423308.0;18.59;31/05/2021
2021-06-01;10;C Valenciana;2018440;305500.0;629800.0;100100.0;3053840.0;2679175;53.2;87.7;1821055.0;913453.0;18.14;31/05/2021
2021-06-01;11;Extremadura;509615;73600.0;132400.0;21000.0;736615.0;678475;64.05;92.1;446172.0;244753.0;23.1;31/05/2021
2021-06-01;12;Galicia;1406455;200200.0;336600.0;53600.0;1996855.0;1874422;69.46;93.9;1224586.0;690840.0;25.6;31/05/2021
2021-06-01;17;La Rioja;148655;21600.0;39600.0;6300.0;216155.0;196016;62.0;90.7;127088.0;72600.0;22.96;31/05/2021
2021-06-01;13;Madrid;2672205;408200.0;844700.0;134100.0;4059205.0;3601104;53.31;88.7;2444639.0;1227286.0;18.17;31/05/2021
2021-06-01;14;Murcia;575195;87100.0;188100.0;29900.0;880295.0;754586;50.0;85.7;490041.0;277687.0;18.4;31/05/2021
2021-06-01;15;Navarra;286215;43100.0;82300.0;13150.0;424765.0;400144;60.88;94.2;264869.0;146778.0;22.33;31/05/2021
2021-06-01;16;País Vasco;1028250;150600.0;276500.0;43950.0;1499300.0;1380112;63.03;92.1;928366.0;491940.0;22.47;31/05/2021
2021-06-01;18;Ceuta;28890;3800.0;11000.0;1650.0;45340.0;39424;46.93;87.0;29894.0;10552.0;12.56;31/05/2021
2021-06-01;19;Melilla;28890;3700.0;11000.0;1650.0;45240.0;38634;45.84;85.4;28251.0;11443.0;13.58;28/05/2021
2021-06-01;0;Fuerzas Armadas;26520;7700.0;66100.0;0.0;100320.0;81330;61.02;81.1;69559.0;11771.0;8.83;31/05/2021
2021-06-01;0;España;20207265;3006200.0;5975400.0;938825.0;30127690.0;27119733;57.27;90.0;18178604.0;9405245.0;19.86;
2021-06-02;1;Andalucía;3312360;502000.0;1054200.0;167500.0;5036060.0;4818135;56.8;95.7;3210976.0;1663681.0;19.61;01/06/2021
2021-06-02;2;Aragón;629775;93100.0;165600.0;26200.0;914675.0;838765;63.0;91.7;552388.0;298005.0;22.38;01/06/2021
2021-06-02;3;Asturias;568355;80200.0;127000.0;20200.0;795755.0;779597;76.78;98.0;500469.0;288746.0;28.44;01/06/2021
2021-06-02;4;Baleares;418050;62400.0;145800.0;23200.0;649450.0;543940;44.76;83.8;388433.0;163656.0;13.47;01/06/2021
2021-06-02;5;Canarias;835350;104800.0;271000.0;43000.0;1254150.0;1093097;48.7;87.2;784950.0;345583.0;15.4;01/06/2021
2021-06-02;6;Cantabria;279195;40700.0;72500.0;11450.0;403845.0;372755;64.01;92.3;245515.0;132727.0;22.79;01/06/2021
2021-06-02;7;Castilla y Leon;1326495;195800.0;298300.0;47450.0;1868045.0;1694963;70.88;90.7;1055909.0;667375.0;27.91;01/06/2021
2021-06-02;8;Castilla La Mancha;893745;134400.0;253800.0;40475.0;1322420.0;1222810;59.85;92.5;825678.0;426146.0;20.86;01/06/2021
2021-06-02;9;Cataluña;3214610;487700.0;969100.0;153950.0;4825360.0;4313654;56.35;89.4;2881354.0;1477035.0;19.29;01/06/2021
2021-06-02;10;C Valenciana;2018440;305500.0;629800.0;100100.0;3053840.0;2739554;54.4;89.7;1853652.0;952405.0;18.91;01/06/2021
2021-06-02;11;Extremadura;509615;73600.0;132400.0;21000.0;736615.0;689044;65.05;93.5;452667.0;250578.0;23.65;01/06/2021
2021-06-02;12;Galicia;1406455;200200.0;336600.0;53600.0;1996855.0;1901270;70.45;95.2;1225971.0;717215.0;26.58;01/06/2021
2021-06-02;17;La Rioja;148655;21600.0;39600.0;6300.0;216155.0;200773;63.51;92.9;130199.0;74334.0;23.51;01/06/2021
2021-06-02;13;Madrid;2672205;408200.0;844700.0;134100.0;4059205.0;3654009;54.09;90.0;2471633.0;1254274.0;18.57;01/06/2021
2021-06-02;14;Murcia;575195;87100.0;188100.0;29900.0;880295.0;776762;51.47;88.2;507921.0;282013.0;18.69;01/06/2021
2021-06-02;15;Navarra;286215;43100.0;82300.0;13150.0;424765.0;407469;62.0;95.9;268606.0;151849.0;23.1;01/06/2021
2021-06-02;16;País Vasco;1028250;150600.0;276500.0;43950.0;1499300.0;1398974;63.89;93.3;940602.0;498661.0;22.78;01/06/2021
2021-06-02;18;Ceuta;28890;3800.0;11000.0;1650.0;45340.0;40643;48.39;89.6;30680.0;11384.0;13.55;01/06/2021
2021-06-02;19;Melilla;28890;3700.0;11000.0;1650.0;45240.0;39315;46.65;86.9;28863.0;11540.0;13.69;01/06/2021
2021-06-02;0;Fuerzas Armadas;26520;7700.0;66100.0;0.0;100320.0;81718;61.31;81.5;69738.0;11980.0;8.99;01/06/2021
2021-06-02;0;España;20207265;3006200.0;5975400.0;938825.0;30127690.0;27607247;58.3;91.6;18426204.0;9679187.0;20.44;
2021-06-03;1;Andalucía;3312360;502000.0;1054200.0;167500.0;5036060.0;4936599;58.2;98.0;3268625.0;1725492.0;20.34;02/06/2021
2021-06-03;2;Aragón;629775;93100.0;165600.0;26200.0;914675.0;850404;63.88;93.0;559467.0;302766.0;22.74;02/06/2021
2021-06-03;3;Asturias;568355;80200.0;127000.0;20200.0;795755.0;792641;78.06;99.6;507254.0;295872.0;29.14;02/06/2021
2021-06-03;4;Baleares;418050;62400.0;145800.0;23200.0;649450.0;553824;45.58;85.3;394373.0;167709.0;13.8;02/06/2021
2021-06-03;5;Canarias;835350;104800.0;271000.0;43000.0;1254150.0;1117868;49.81;89.1;800570.0;356868.0;15.9;02/06/2021
2021-06-03;6;Cantabria;279195;40700.0;72500.0;11450.0;403845.0;380495;65.34;94.2;249407.0;136845.0;23.5;02/06/2021
